2021-12-27 10:31:02.170 | INFO     | __main__:get_target:20 - Loading C4_200M target sentence hashes from /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00007-of-00010
2021-12-27 10:36:27.564 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00001-of-00010
2021-12-27 10:36:48.298 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00007-of-00010
2021-12-27 10:36:53.174 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00005-of-00010
2021-12-27 10:36:53.843 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00004-of-00010
2021-12-27 10:36:54.463 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00009-of-00010
2021-12-27 10:36:54.572 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00003-of-00010
2021-12-27 10:36:54.916 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00000-of-00010
2021-12-27 10:36:54.975 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00008-of-00010
2021-12-27 10:36:56.282 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00001-of-00010
2021-12-27 10:37:17.548 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00007-of-00010
2021-12-27 10:37:21.692 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00005-of-00010
2021-12-27 10:37:22.992 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00009-of-00010
2021-12-27 10:37:22.995 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00003-of-00010
2021-12-27 10:37:23.003 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00004-of-00010
2021-12-27 10:37:23.429 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00008-of-00010
2021-12-27 10:37:23.843 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00000-of-00010
2021-12-27 10:37:24.608 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00001-of-00010
2021-12-27 10:37:46.110 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00007-of-00010
2021-12-27 10:37:50.321 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00005-of-00010
2021-12-27 10:37:51.551 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00003-of-00010
2021-12-27 10:37:51.683 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00009-of-00010
2021-12-27 10:37:51.966 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00004-of-00010
2021-12-27 10:37:52.845 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00008-of-00010
2021-12-27 10:37:52.913 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00000-of-00010
2021-12-27 10:37:53.091 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00001-of-00010
2021-12-27 10:38:14.695 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00007-of-00010
2021-12-27 10:38:18.932 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00005-of-00010
2021-12-27 10:38:20.116 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00009-of-00010
2021-12-27 10:38:20.436 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00003-of-00010
2021-12-27 10:38:21.001 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00004-of-00010
2021-12-27 10:38:21.212 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00008-of-00010
2021-12-27 10:38:21.632 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00001-of-00010
2021-12-27 10:38:21.874 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00000-of-00010
2021-12-27 10:38:43.222 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00007-of-00010
2021-12-27 10:38:47.507 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00005-of-00010
2021-12-27 10:38:48.632 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00009-of-00010
2021-12-27 10:38:49.398 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00003-of-00010
2021-12-27 10:38:49.720 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00008-of-00010
2021-12-27 10:38:49.912 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00004-of-00010
2021-12-27 10:38:50.518 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00001-of-00010
2021-12-27 10:38:51.091 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00000-of-00010
2021-12-27 10:39:11.913 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00007-of-00010
2021-12-27 10:39:16.108 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00005-of-00010
2021-12-27 10:39:17.306 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00009-of-00010
2021-12-27 10:39:18.377 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00008-of-00010
2021-12-27 10:39:18.652 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00003-of-00010
2021-12-27 10:39:18.987 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00004-of-00010
2021-12-27 10:39:19.416 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00001-of-00010
2021-12-27 10:39:20.187 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00000-of-00010
2021-12-27 10:39:40.758 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00007-of-00010
2021-12-27 10:39:45.250 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00005-of-00010
2021-12-27 10:39:46.314 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00009-of-00010
2021-12-27 10:39:47.183 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00008-of-00010
2021-12-27 10:39:47.978 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00004-of-00010
2021-12-27 10:39:48.104 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00001-of-00010
2021-12-27 10:39:48.203 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00003-of-00010
2021-12-27 10:39:49.368 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00000-of-00010
2021-12-27 10:40:09.414 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00007-of-00010
2021-12-27 10:40:14.078 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00005-of-00010
2021-12-27 10:40:14.905 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00009-of-00010
2021-12-27 10:40:15.878 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00008-of-00010
2021-12-27 10:40:16.611 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00001-of-00010
2021-12-27 10:40:16.787 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00004-of-00010
2021-12-27 10:40:17.578 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00003-of-00010
2021-12-27 10:40:18.479 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00000-of-00010
2021-12-27 10:40:38.282 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00007-of-00010
2021-12-27 10:40:43.139 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00005-of-00010
2021-12-27 10:40:43.819 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00009-of-00010
2021-12-27 10:40:44.788 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00008-of-00010
2021-12-27 10:40:45.219 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00001-of-00010
2021-12-27 10:40:45.639 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00004-of-00010
2021-12-27 10:40:47.143 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00003-of-00010
2021-12-27 10:40:47.725 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00000-of-00010
2021-12-27 10:41:07.139 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00007-of-00010
2021-12-27 10:41:11.957 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00005-of-00010
2021-12-27 10:41:12.666 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00009-of-00010
2021-12-27 10:41:13.878 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00001-of-00010
2021-12-27 10:41:14.220 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00008-of-00010
2021-12-27 10:41:14.596 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00004-of-00010
2021-12-27 10:41:16.298 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00003-of-00010
2021-12-27 10:41:17.002 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00000-of-00010
2021-12-27 10:41:36.161 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00007-of-00010
2021-12-27 10:41:40.957 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00005-of-00010
2021-12-27 10:41:41.534 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00009-of-00010
2021-12-27 10:41:42.829 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00001-of-00010
2021-12-27 10:41:43.273 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00008-of-00010
2021-12-27 10:41:43.573 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00004-of-00010
2021-12-27 10:41:45.814 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00003-of-00010
2021-12-27 10:41:46.304 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00000-of-00010
2021-12-27 10:42:04.929 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00007-of-00010
2021-12-27 10:42:09.791 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00005-of-00010
2021-12-27 10:42:10.397 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00009-of-00010
2021-12-27 10:42:11.423 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00001-of-00010
2021-12-27 10:42:12.001 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00008-of-00010
2021-12-27 10:42:12.749 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00004-of-00010
2021-12-27 10:42:14.979 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00003-of-00010
2021-12-27 10:42:15.561 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00000-of-00010
2021-12-27 10:42:33.662 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00007-of-00010
2021-12-27 10:42:39.024 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00009-of-00010
2021-12-27 10:42:39.141 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00005-of-00010
2021-12-27 10:42:40.025 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00001-of-00010
2021-12-27 10:42:40.563 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00008-of-00010
2021-12-27 10:42:42.074 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00004-of-00010
2021-12-27 10:42:43.663 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00003-of-00010
2021-12-27 10:42:44.738 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00000-of-00010
2021-12-27 10:43:02.310 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00007-of-00010
2021-12-27 10:43:07.786 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00009-of-00010
2021-12-27 10:43:08.562 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00005-of-00010
2021-12-27 10:43:08.842 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00001-of-00010
2021-12-27 10:43:09.290 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00008-of-00010
2021-12-27 10:43:11.331 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00004-of-00010
2021-12-27 10:43:12.286 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00003-of-00010
2021-12-27 10:43:13.947 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00000-of-00010
2021-12-27 10:43:31.036 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00007-of-00010
2021-12-27 10:43:36.428 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00009-of-00010
2021-12-27 10:43:37.522 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00001-of-00010
2021-12-27 10:43:37.841 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00008-of-00010
2021-12-27 10:43:38.143 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00005-of-00010
2021-12-27 10:43:40.532 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00004-of-00010
2021-12-27 10:43:40.959 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00003-of-00010
2021-12-27 10:43:43.045 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00000-of-00010
2021-12-27 10:43:59.876 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00007-of-00010
2021-12-27 10:44:05.495 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00009-of-00010
2021-12-27 10:44:06.132 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00001-of-00010
2021-12-27 10:44:06.469 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00008-of-00010
2021-12-27 10:44:06.878 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00005-of-00010
2021-12-27 10:44:09.446 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00004-of-00010
2021-12-27 10:44:09.580 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00003-of-00010
2021-12-27 10:44:12.118 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00000-of-00010
2021-12-27 10:44:28.708 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00007-of-00010
2021-12-27 10:44:34.616 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00009-of-00010
2021-12-27 10:44:34.882 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00008-of-00010
2021-12-27 10:44:34.884 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00001-of-00010
2021-12-27 10:44:35.273 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00005-of-00010
2021-12-27 10:44:38.112 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00003-of-00010
2021-12-27 10:44:38.185 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00004-of-00010
2021-12-27 10:44:40.998 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00000-of-00010
2021-12-27 10:44:57.306 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00007-of-00010
2021-12-27 10:45:03.473 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00009-of-00010
2021-12-27 10:45:03.587 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00008-of-00010
2021-12-27 10:45:03.878 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00005-of-00010
2021-12-27 10:45:04.049 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00001-of-00010
2021-12-27 10:45:06.657 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00003-of-00010
2021-12-27 10:45:07.053 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00004-of-00010
2021-12-27 10:45:10.030 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00000-of-00010
2021-12-27 10:45:25.978 | INFO     | __main__:get_target:41 - Done /mnt/spellcheck_data/data/c4dataset/edits_tsv/edits.tsv-00007-of-00010
